FragmentFlowID,FragmentID,Name,FragmentStageID,ReferenceFlowPropertyUUID,NodeTypeID,FlowUUID,DirectionID,Quantity,ParentFragmentFlowID
"149","6","UO_Pre-processed","","99c7c986-e0c2-4997-adb5-2a2daf4519a1","3","815b3cf5-6f23-46c6-acdf-60a8b40c322d","2","8.368000e-02","140"
"150","6","Transfer Losses","","93a60a56-a3c8-11da-a746-0800200b9a66","1","b9b38ec2-2c87-4c79-8f78-498f5c493bbe","1","1.359400e-02","140"
"151","6","Lost or Unknown","","59dde9ea-d20b-4214-addc-0d03853aad53","3","117721aa-e5f6-4b40-b930-5f6a1a9532a8","2","1","150"
"152","6","UO_Transfer to Evergreen","","93a60a56-a3c8-11da-a746-0800200b9a66","3","5dcced72-230a-431f-b0dd-b8e731d79d50","2","1.867430e-01","140"
"153","6","Haz Waste Landfill Output","","93a60a56-a3c8-11da-a746-0800200b9a66","2","7fc23808-1719-472b-80ac-843e2478996c","1","5.305000e-03","140"
"154","6","Waste to Disposal","","59dde9ea-d20b-4214-addc-0d03853aad53","3","13a4a21a-ecee-4af1-bd30-c6bf2703ab27","2","1","153"
"155","6","Haz Waste Incineration Output","","93a60a56-a3c8-11da-a746-0800200b9a66","2","42d9e46e-8c40-41ae-8ba3-b069bc7c863f","1","1.872000e-03","140"
"156","6","CH: hazardous waste incineration plant","","01846770-4cfe-4a25-8ad9-919d8d378345","3","98ae4544-d5e3-4060-a3aa-63642ddbd231","1","1","155"
"157","6","CH: process-specific burdens, hazardous waste incineration plant","","93a60a56-a3c8-11da-a746-0800200b9a66","3","3bd47516-a122-44d5-9879-03d875893ac5","1","1","155"
"158","6","CH: process-specific burdens, residual material landfill","","93a60a56-a3c8-11da-a746-0800200b9a66","3","74a06560-01f7-404b-8a3a-a0305328f2fd","1","1","155"
"159","6","CH: residual material landfill facility","","01846770-4cfe-4a25-8ad9-919d8d378345","3","3ccf92eb-a71e-4539-93ab-fe07f439f490","1","1","155"
"160","6","Waste to Disposal","","59dde9ea-d20b-4214-addc-0d03853aad53","3","13a4a21a-ecee-4af1-bd30-c6bf2703ab27","2","1","155"
"161","6","Wastewater to Treatment","","93a60a56-a3c8-11da-a746-0800200b9a66","1","7fd44ba9-0563-428c-9950-e4dada0e0a38","1","5.595100e-02","140"
"162","6","Waste to Disposal","","59dde9ea-d20b-4214-addc-0d03853aad53","3","13a4a21a-ecee-4af1-bd30-c6bf2703ab27","2","1","161"
"163","6","Waste water treatment (contains organic load)","","93a60a56-a3c8-11da-a746-0800200b9a66","1","53d51aa1-f1ae-4ad5-8a03-2caba9f41e43","1","1","161"
"164","6","Secondary fuel","","93a60a56-a3c8-11da-a746-0800200c9a66","3","2d2e7120-4341-47bf-a987-c57137f7a640","1","1.462467e-06","163"
"165","6","Secondary fuel renewable","","93a60a56-a3c8-11da-a746-0800200c9a66","3","85b32f85-0a84-4474-9e55-a7c57a5e3634","1","1.401368e-07","163"
"166","6","Used Oil Rejuvenation/Other","","93a60a56-a3c8-11da-a746-0800200b9a66","1","5e5bd532-b1eb-4d52-8879-10ee87c4d188","1","9.339000e-03","140"
"167","6","Rejuvenated Dielectric fluid","","59dde9ea-d20b-4214-addc-0d03853aad53","3","72d3f9ef-06e0-4f1d-bfdb-9f54dcd8d71a","2","1","166"
"168","6","UO_Transfer to RFO","","93a60a56-a3c8-11da-a746-0800200b9a66","3","d84e4ddd-23bd-4a14-bc9e-e965efa3aebe","2","7.182200e-02","140"
"169","6","UO water fraction","","99c7c986-e0c2-4997-adb5-2a2daf4519a1","1","cdbd559d-7d1e-43ca-b47d-2a913c587da6","1","1.754630e-01","140"
"170","6","Collected UO Water Content","","59dde9ea-d20b-4214-addc-0d03853aad53","3","754b4367-585e-4962-9945-7960555b4e95","2","1","169"
"171","6","Used Oil, for collection","","93a60a56-a3c8-11da-a746-0800200b9a66","3","3bf7de36-7636-45dc-b2c5-57cbe06e3189","2","1","169"
"172","7","Electricity","","93a60a56-a3c8-11da-a746-0800200c9a66","4","890a70b7-b677-4e2a-8a1b-7d017e0a10ae","1","2.500000e-01","174"
"173","7","Thermal energy (MJ)","","93a60a56-a3c8-11da-a746-0800200c9a66","4","fe2304b5-b6eb-43a6-a2ad-6343d5600bb6","1","4.120000e+00","174"
"174","7","Waste Oil Preprocessing","","99c7c986-e0c2-4997-adb5-2a2daf4519a1","1","815b3cf5-6f23-46c6-acdf-60a8b40c322d","2","1",""
"175","7","Haz Waste Landfill Output","","93a60a56-a3c8-11da-a746-0800200b9a66","2","7fc23808-1719-472b-80ac-843e2478996c","1","9.500000e-02","174"
"176","7","Waste to Disposal","","59dde9ea-d20b-4214-addc-0d03853aad53","3","13a4a21a-ecee-4af1-bd30-c6bf2703ab27","2","1","175"
"177","8","Natural gas, at consumer, combusted, industrial boiler","","93a60a56-a3c8-22da-a746-0800200c9a66","1","4c5f94f6-16ad-436f-9d4c-649bf66d6604","2","2.776621e-02","198"
"178","8","Natural Gas Supply US LCI","","93a60a56-a3c8-22da-a746-0800200c9a66","1","67be2441-ddb9-462c-8986-edd1469ec410","2","1","177"
"179","8","US: Dummy_Disposal, anthracite coal combustion byproducts, to unspecified reuse","","93a60a56-a3c8-11da-a746-0800200b9a66","3","826fd5c9-976c-4921-a07a-2f2fbe0fd734","1","1.681861e-08","178"
"180","8","US: Dummy_Disposal, ash and flue gas desulfurization sludge, to unspecified reuse","","93a60a56-a3c8-11da-a746-0800200b9a66","3","6133d060-4e09-4985-85a0-b87333f2e8b4","1","3.916662e-04","178"
"181","8","US: Dummy_Disposal, lignite coal combustion byproducts, to unspecified reuse","","93a60a56-a3c8-11da-a746-0800200b9a66","3","00a22787-7c52-4b7c-be06-b71c3c60f97a","1","3.283834e-05","178"
"182","8","US: Dummy_Disposal, solid waste, unspecified, to sanitary landfill","","93a60a56-a3c8-11da-a746-0800200b9a66","3","4d78344e-78af-4e18-a146-e88cc0b2934b","1","2.637457e-04","178"
"183","8","US: Dummy_Disposal, solid waste, unspecified, to underground deposit","","93a60a56-a3c8-11da-a746-0800200b9a66","3","956ebc16-c7db-4992-b35b-4dbbe8d31596","1","2.872907e-03","178"
"184","8","US: Dummy_Disposal, solid waste, unspecified, to unspecified treatment","","93a60a56-a3c8-11da-a746-0800200b9a66","3","1d28961d-31c4-42b0-bbdf-78e01b0389b2","1","2.294250e-02","178"
"185","8","Electricity from wind power","","93a60a56-a3c8-11da-a746-0800200c9a66","1","8623ad4c-34db-496f-9555-0c93fb949e7b","2","2.921652e-04","178"
"186","8","Secondary fuel","","93a60a56-a3c8-11da-a746-0800200c9a66","3","2d2e7120-4341-47bf-a987-c57137f7a640","1","1.186893e-03","185"
"187","8","Secondary fuel renewable","","93a60a56-a3c8-11da-a746-0800200c9a66","3","85b32f85-0a84-4474-9e55-a7c57a5e3634","1","1.128070e-04","185"
"188","8","US: Dummy_Electricity, fossil, unspecified, at power plant","","93a60a56-a3c8-11da-a746-0800200c9a66","3","b9283404-c497-4673-9aa7-be1f66823bb2","1","1.217718e-03","178"
"189","8","Electricity from geothermal","","93a60a56-a3c8-11da-a746-0800200c9a66","1","90f304ca-05aa-4fa6-9823-a57b95ffa9e9","2","7.330002e-04","178"
"190","8","Secondary fuel","","93a60a56-a3c8-11da-a746-0800200c9a66","3","2d2e7120-4341-47bf-a987-c57137f7a640","1","-4.783886e-07","189"
"191","8","Secondary fuel renewable","","93a60a56-a3c8-11da-a746-0800200c9a66","3","85b32f85-0a84-4474-9e55-a7c57a5e3634","1","-4.544968e-08","189"
"192","8","Electricity from hydro power","","93a60a56-a3c8-11da-a746-0800200c9a66","1","d3179bcb-ebeb-44cb-bb55-62ca97691ec4","2","1.421752e-02","178"
"193","8","Secondary fuel","","93a60a56-a3c8-11da-a746-0800200c9a66","3","2d2e7120-4341-47bf-a987-c57137f7a640","1","7.909370e-04","192"
"194","8","Secondary fuel renewable","","93a60a56-a3c8-11da-a746-0800200c9a66","3","85b32f85-0a84-4474-9e55-a7c57a5e3634","1","7.518325e-05","192"
"195","8","Electricity from photovoltaic","","93a60a56-a3c8-11da-a746-0800200c9a66","1","d60d18f1-c2e6-4588-b901-3317dc58acd2","2","3.304160e-05","178"
"196","8","US: Dummy_Transport, pipeline, coal slurry","","838aaa20-0117-11db-92e3-0800200c9a66","3","5ff1a035-84ea-4188-a64f-53dc0ca897bf","1","6.141327e-02","178"
"197","8","US: Dummy_Transport, pipeline, unspecified","","838aaa20-0117-11db-92e3-0800200c9a66","3","2a30cb5a-3ed0-4832-b610-bb822586b643","1","9.485431e+01","178"
"198","8","Natural Gas Combustion Mixer","","93a60a56-a3c8-11da-a746-0800200c9a66","1","fe2304b5-b6eb-43a6-a2ad-6343d5600bb6","1","1",""
