FlowUUID,FlowPropertyUUID,MeanValue,StDev
"876ac59e-0c27-496e-99e6-e0852350bcd6","7ec8d70e-4ffc-4024-86b7-6141cc0a2bf5","0","0"
"876ac59e-0c27-496e-99e6-e0852350bcd6","7c367337-54f2-4fe9-8ee3-3f42681b0792","1.032919e-03","0"
"76cc0424-d9c5-496b-b66f-f2162604242e","93a60a56-a3c8-11da-a746-0800200b9a66","1","0"
"76cc0424-d9c5-496b-b66f-f2162604242e","699b6a73-e8d5-4755-8d1d-b70de4b9efdd","3.500000e-05","0"
"76cc0424-d9c5-496b-b66f-f2162604242e","b7be6dba-97f0-42f6-b173-e2c6b042fbe7","3.500000e-02","0"
"2863d9b8-1501-4474-b53c-b5eab55c4e47","d6b6a36c-58b3-48c7-b723-392a6df4754f","2.770000e-06","0"
"2863d9b8-1501-4474-b53c-b5eab55c4e47","435e1d0e-e36e-4d4a-9cd1-7fd2c135da61","3.000000e-06","0"
"2863d9b8-1501-4474-b53c-b5eab55c4e47","cefa9508-86b9-4fad-824e-bbf9d6fdd6f9","6.930000e-07","0"
"2863d9b8-1501-4474-b53c-b5eab55c4e47","5db5be2d-8df6-432b-ab3d-ffde49d3fe7f","1.350000e-06","0"
"2863d9b8-1501-4474-b53c-b5eab55c4e47","83040211-0076-4862-b172-79ce62b71187","5.000000e-08","0"
"2863d9b8-1501-4474-b53c-b5eab55c4e47","dccec68c-c1c9-42e4-9fa9-42dbb943082d","2.000000e-07","0"
"2863d9b8-1501-4474-b53c-b5eab55c4e47","984505b9-8536-4e31-a312-0d1a3788f009","4.730000e-05","0"
"2863d9b8-1501-4474-b53c-b5eab55c4e47","f2149ae0-b105-4299-b1f1-cf1fd1577867","4.000000e-07","0"
"2863d9b8-1501-4474-b53c-b5eab55c4e47","b1192e5a-4a70-4fd7-89a2-6b798c7ed3a7","6.000000e-07","0"
"2863d9b8-1501-4474-b53c-b5eab55c4e47","0ab79a5f-7fd7-4d5d-be55-559292c958d3","6.000000e-07","0"
"2863d9b8-1501-4474-b53c-b5eab55c4e47","476dbccb-c1e5-4cdb-aa14-f4ef627c45ec","0","0"
"2863d9b8-1501-4474-b53c-b5eab55c4e47","037f9009-8b06-470d-a190-21448f7921c7","1.050000e-06","0"
"2863d9b8-1501-4474-b53c-b5eab55c4e47","5a2556bf-a9ec-4720-9253-d40f1de3c2b8","8.150000e-07","0"
"2863d9b8-1501-4474-b53c-b5eab55c4e47","2651cd57-1c24-4b8e-856b-ddb63a3b267e","1.470000e-07","0"
"2863d9b8-1501-4474-b53c-b5eab55c4e47","92f2d417-544a-4fd1-bde7-25967ef93586","0","0"
"2863d9b8-1501-4474-b53c-b5eab55c4e47","f33b22c4-e0e7-4fa6-ae2b-246ecb0a16eb","4.000000e-07","0"
"2863d9b8-1501-4474-b53c-b5eab55c4e47","699b6a73-e8d5-4755-8d1d-b70de4b9efdd","5.020000e-06","0"
"2863d9b8-1501-4474-b53c-b5eab55c4e47","71fc82ec-9eb9-424a-bc45-053a844c8af9","5.280000e-07","0"
"2863d9b8-1501-4474-b53c-b5eab55c4e47","61ec59a5-3816-4e5a-88c7-acf8a8b33d41","2.000000e-07","0"
"2863d9b8-1501-4474-b53c-b5eab55c4e47","b7be6dba-97f0-42f6-b173-e2c6b042fbe7","1.946880e-03","0"
"2863d9b8-1501-4474-b53c-b5eab55c4e47","b8a29b5f-1e7e-4f15-881f-e802e42551eb","0","0"
"2863d9b8-1501-4474-b53c-b5eab55c4e47","11f31f00-f6fa-4ef0-a9e3-5bd37199dd20","0","0"
"2863d9b8-1501-4474-b53c-b5eab55c4e47","7cc6f031-f747-49e0-9600-ce2a2fe5657e","4.000000e-07","0"
"2863d9b8-1501-4474-b53c-b5eab55c4e47","7c367337-54f2-4fe9-8ee3-3f42681b0792","3.470000e-06","0"
"9500e8c4-6467-43e9-b68b-c98cce5f970e","699b6a73-e8d5-4755-8d1d-b70de4b9efdd","0","0"
"9500e8c4-6467-43e9-b68b-c98cce5f970e","b7be6dba-97f0-42f6-b173-e2c6b042fbe7","1.000000e-05","0"
"e63ea8cc-d440-4927-ba55-568b138d7e83","b7be6dba-97f0-42f6-b173-e2c6b042fbe7","1.000000e-05","0"
"e63ea8cc-d440-4927-ba55-568b138d7e83","cefa9508-86b9-4fad-824e-bbf9d6fdd6f9","4.761900e-09","0"
"e63ea8cc-d440-4927-ba55-568b138d7e83","5db5be2d-8df6-432b-ab3d-ffde49d3fe7f","1.047620e-07","0"
"e63ea8cc-d440-4927-ba55-568b138d7e83","83040211-0076-4862-b172-79ce62b71187","2.857140e-10","0"
"e63ea8cc-d440-4927-ba55-568b138d7e83","dccec68c-c1c9-42e4-9fa9-42dbb943082d","2.619050e-08","0"
"e63ea8cc-d440-4927-ba55-568b138d7e83","f2149ae0-b105-4299-b1f1-cf1fd1577867","3.333330e-08","0"
"e63ea8cc-d440-4927-ba55-568b138d7e83","b1192e5a-4a70-4fd7-89a2-6b798c7ed3a7","2.000000e-09","0"
"e63ea8cc-d440-4927-ba55-568b138d7e83","0ab79a5f-7fd7-4d5d-be55-559292c958d3","2.023810e-08","0"
"e63ea8cc-d440-4927-ba55-568b138d7e83","037f9009-8b06-470d-a190-21448f7921c7","1.190480e-08","0"
"e63ea8cc-d440-4927-ba55-568b138d7e83","5a2556bf-a9ec-4720-9253-d40f1de3c2b8","9.047620e-09","0"
"e63ea8cc-d440-4927-ba55-568b138d7e83","2651cd57-1c24-4b8e-856b-ddb63a3b267e","6.190480e-09","0"
"e63ea8cc-d440-4927-ba55-568b138d7e83","92f2d417-544a-4fd1-bde7-25967ef93586","2.619050e-08","0"
"e63ea8cc-d440-4927-ba55-568b138d7e83","f33b22c4-e0e7-4fa6-ae2b-246ecb0a16eb","5.000000e-08","0"
"e63ea8cc-d440-4927-ba55-568b138d7e83","71fc82ec-9eb9-424a-bc45-053a844c8af9","5.714290e-10","0"
"e63ea8cc-d440-4927-ba55-568b138d7e83","7cc6f031-f747-49e0-9600-ce2a2fe5657e","5.476190e-08","0"
"e63ea8cc-d440-4927-ba55-568b138d7e83","7c367337-54f2-4fe9-8ee3-3f42681b0792","6.904760e-07","0"
"a6372faf-25ce-4899-b57c-820c699bf80a","d6b6a36c-58b3-48c7-b723-392a6df4754f","2.500000e-06","0"
"a6372faf-25ce-4899-b57c-820c699bf80a","435e1d0e-e36e-4d4a-9cd1-7fd2c135da61","6.920000e-07","0"
"a6372faf-25ce-4899-b57c-820c699bf80a","cefa9508-86b9-4fad-824e-bbf9d6fdd6f9","3.800000e-07","0"
"a6372faf-25ce-4899-b57c-820c699bf80a","5db5be2d-8df6-432b-ab3d-ffde49d3fe7f","2.460000e-05","0"
"a6372faf-25ce-4899-b57c-820c699bf80a","83040211-0076-4862-b172-79ce62b71187","2.150000e-07","0"
"a6372faf-25ce-4899-b57c-820c699bf80a","dccec68c-c1c9-42e4-9fa9-42dbb943082d","2.080000e-07","0"
"a6372faf-25ce-4899-b57c-820c699bf80a","984505b9-8536-4e31-a312-0d1a3788f009","7.230000e-05","0"
"a6372faf-25ce-4899-b57c-820c699bf80a","f2149ae0-b105-4299-b1f1-cf1fd1577867","4.810000e-07","0"
"a6372faf-25ce-4899-b57c-820c699bf80a","b1192e5a-4a70-4fd7-89a2-6b798c7ed3a7","9.260000e-07","0"
"a6372faf-25ce-4899-b57c-820c699bf80a","0ab79a5f-7fd7-4d5d-be55-559292c958d3","5.000000e-07","0"
"a6372faf-25ce-4899-b57c-820c699bf80a","476dbccb-c1e5-4cdb-aa14-f4ef627c45ec","4.050000e-05","0"
"a6372faf-25ce-4899-b57c-820c699bf80a","037f9009-8b06-470d-a190-21448f7921c7","6.470000e-07","0"
"a6372faf-25ce-4899-b57c-820c699bf80a","5a2556bf-a9ec-4720-9253-d40f1de3c2b8","2.240000e-06","0"
"a6372faf-25ce-4899-b57c-820c699bf80a","2651cd57-1c24-4b8e-856b-ddb63a3b267e","7.250000e-08","0"
"a6372faf-25ce-4899-b57c-820c699bf80a","92f2d417-544a-4fd1-bde7-25967ef93586","0","0"
"a6372faf-25ce-4899-b57c-820c699bf80a","f33b22c4-e0e7-4fa6-ae2b-246ecb0a16eb","3.310000e-05","0"
"a6372faf-25ce-4899-b57c-820c699bf80a","699b6a73-e8d5-4755-8d1d-b70de4b9efdd","2.070000e-05","0"
"a6372faf-25ce-4899-b57c-820c699bf80a","71fc82ec-9eb9-424a-bc45-053a844c8af9","5.410000e-07","0"
"a6372faf-25ce-4899-b57c-820c699bf80a","61ec59a5-3816-4e5a-88c7-acf8a8b33d41","0","0"
"a6372faf-25ce-4899-b57c-820c699bf80a","b7be6dba-97f0-42f6-b173-e2c6b042fbe7","1.160000e-02","0"
"a6372faf-25ce-4899-b57c-820c699bf80a","b8a29b5f-1e7e-4f15-881f-e802e42551eb","0","0"
"a6372faf-25ce-4899-b57c-820c699bf80a","11f31f00-f6fa-4ef0-a9e3-5bd37199dd20","9.050000e-07","0"
"a6372faf-25ce-4899-b57c-820c699bf80a","7cc6f031-f747-49e0-9600-ce2a2fe5657e","7.500000e-05","0"
"a6372faf-25ce-4899-b57c-820c699bf80a","7c367337-54f2-4fe9-8ee3-3f42681b0792","1.460000e-05","0"
"17876464-63b5-426f-b51b-5a46badce94e","d6b6a36c-58b3-48c7-b723-392a6df4754f","4.150000e-06","0"
"17876464-63b5-426f-b51b-5a46badce94e","435e1d0e-e36e-4d4a-9cd1-7fd2c135da61","1.320000e-06","0"
"17876464-63b5-426f-b51b-5a46badce94e","cefa9508-86b9-4fad-824e-bbf9d6fdd6f9","1.250000e-06","0"
"17876464-63b5-426f-b51b-5a46badce94e","5db5be2d-8df6-432b-ab3d-ffde49d3fe7f","5.420000e-06","0"
"17876464-63b5-426f-b51b-5a46badce94e","83040211-0076-4862-b172-79ce62b71187","3.510000e-07","0"
"17876464-63b5-426f-b51b-5a46badce94e","dccec68c-c1c9-42e4-9fa9-42dbb943082d","2.410000e-07","0"
"17876464-63b5-426f-b51b-5a46badce94e","984505b9-8536-4e31-a312-0d1a3788f009","4.730000e-05","0"
"17876464-63b5-426f-b51b-5a46badce94e","f2149ae0-b105-4299-b1f1-cf1fd1577867","1.120000e-06","0"
"17876464-63b5-426f-b51b-5a46badce94e","b1192e5a-4a70-4fd7-89a2-6b798c7ed3a7","2.690000e-07","0"
"17876464-63b5-426f-b51b-5a46badce94e","0ab79a5f-7fd7-4d5d-be55-559292c958d3","0","0"
"17876464-63b5-426f-b51b-5a46badce94e","476dbccb-c1e5-4cdb-aa14-f4ef627c45ec","1.060000e-05","0"
"17876464-63b5-426f-b51b-5a46badce94e","037f9009-8b06-470d-a190-21448f7921c7","1.620000e-06","0"
"17876464-63b5-426f-b51b-5a46badce94e","5a2556bf-a9ec-4720-9253-d40f1de3c2b8","8.150000e-07","0"
"17876464-63b5-426f-b51b-5a46badce94e","2651cd57-1c24-4b8e-856b-ddb63a3b267e","6.360000e-08","0"
"17876464-63b5-426f-b51b-5a46badce94e","92f2d417-544a-4fd1-bde7-25967ef93586","0","0"
"17876464-63b5-426f-b51b-5a46badce94e","f33b22c4-e0e7-4fa6-ae2b-246ecb0a16eb","1.050000e-06","0"
"17876464-63b5-426f-b51b-5a46badce94e","699b6a73-e8d5-4755-8d1d-b70de4b9efdd","5.020000e-06","0"
"17876464-63b5-426f-b51b-5a46badce94e","71fc82ec-9eb9-424a-bc45-053a844c8af9","1.650000e-06","0"
"17876464-63b5-426f-b51b-5a46badce94e","61ec59a5-3816-4e5a-88c7-acf8a8b33d41","0","0"
"17876464-63b5-426f-b51b-5a46badce94e","b7be6dba-97f0-42f6-b173-e2c6b042fbe7","1.950000e-03","0"
"17876464-63b5-426f-b51b-5a46badce94e","b8a29b5f-1e7e-4f15-881f-e802e42551eb","0","0"
"17876464-63b5-426f-b51b-5a46badce94e","11f31f00-f6fa-4ef0-a9e3-5bd37199dd20","0","0"
"17876464-63b5-426f-b51b-5a46badce94e","7cc6f031-f747-49e0-9600-ce2a2fe5657e","1.600000e-06","0"
"17876464-63b5-426f-b51b-5a46badce94e","7c367337-54f2-4fe9-8ee3-3f42681b0792","3.630000e-06","0"
