FlowUUID,Name,CASNumber,FlowTypeID,ReferenceFlowPropertyUUID
"76cc0424-d9c5-496b-b66f-f2162604242e","UO_Bunker fuel","68476-33-5","1","93a60a56-a3c8-11da-a746-0800200b9a66"
